code,name,description,secuencia,tipoLocalizacion,centroLogistico,ubicacionArea,paisOrigen
WH0192,AUXILIARES TEXTILES S A,,192,Almacén,,,
WH0205,B S G CARGO SA,,205,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0207,B Y R C POR A,,207,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0204,B LEATHER MANUFACTURING,,204,Almacén,,"PARQUE INDUSTRIAL Y DE SERVICIOS YAQUE, S. A.",DO
WH0202,B & B PLASTIC S A,,202,Almacén,,ZONA FRANCA INDUSTRIAL DE VILLA ALTAGRACIA,DO
WH0209,B1 COMPANY SRL,,209,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0201,AZODR SRL,,201,Almacén,,"Z.F. IND., SAN ISIDRO",DO
WH0203,B BRAUN DOMINICAN REPUBLIC INC,,203,Almacén,,ZONA FRANCA INDUSTRIAL DE LAS AMERICAS,DO
WH0208,B&K TRADING SRL,,208,Almacén,,"Z.F. IND., LA VEGA",DO
WH0210,BACK & FORTH LOGISTICS SRL,,210,Almacén,,GLOBAL ZONA FRANCA INDUSTRIAL,DO
WH0206,B Y P OVERSEAS INTERNATIONAL S A,,206,Almacén,,,
WH0214,BALDOSAS DE GRANITO C X A,,214,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0218,BANACARIBE S A S,,218,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0219,BANALASA SRL,,219,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0220,BANAMA S A,,220,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0213,BALANCE POINT INTERNATIONAL INC,,213,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0215,BALDWIN & EBENEZER DOMINICANA S A,,215,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0216,BALI DOMINICANA TEXTILES S A,,216,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0211,BAINSA ZF SRL,,211,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0212,BAIT MANUFACTURING S A,,212,Almacén,,ZONA FRANCA INDUSTRIAL LOS ALCARRIZOS,DO
WH0217,BAMA CIBAO SRL,,217,Almacén,,,
WH0226,BANSIN SRL,,226,Almacén,ZONA FRANCA MULTIMODAL CAUCEDO S A,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0227,BARCELO & COMPANIA C POR A,,227,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0228,"BARCELO EXPORT IMPORT, C POR A.",,228,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0221,BANAMEK INTERNATIONAL CORP,,221,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0222,BANANOSA S A,,222,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0223,BANANOSA S A,,223,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0224,BANIS BUSINESS INC,,224,Almacén,,PARQUE ZONAS FRANCAS INDUSTRIAL DE EXPORTACIONES BANIS BUSINESS INC,DO
WH0225,BANSIN SRL,,225,Almacén,,"Z.F. IND., BANSIN",DO
WH0229,BARCELO INTERNACIONAL,,229,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0230,"BARCELO INTERNACIONAL S A, SPM",,230,Almacén,,,
WH0232,BAYACAO MUNDIAL PREMIUM SRL,,232,Almacén,,ZONA FRANCA AGROPROCESS MONTE PLATA S.R.L.,DO
WH0234,BBF AVOOIL SRL,,234,Almacén,,ZONA FRANCA INDUSTRIAL AVOCADO ACRES,DO
WH0235,BBF&N DOMINICAN LLC,,235,Almacén,,ZONA FRANCA INDUSTRIAL AVOCADO ACRES,DO
WH0233,BBC FACTORY SRL,,233,Almacén,,ZONA FRANCA INDUSTRIAL TAMBORIL,DO
WH0238,BEACHWOOD INVESTMENTS SRL,,238,Almacén,,"Z.F. IND., SAN ISIDRO",DO
WH0239,BEECH MEADOW SRL,,239,Almacén,,ZONA FRANCA INDUSTRIAL DE LA VEGA,DO
WH0231,BAXTER HEALTHCARE S A,,231,Almacén,,"Z.F. IND., ITABO",DO
WH0240,BEHIND THE SCENE MFG INC,,240,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0237,BEACH SHOP,,237,Almacén,,ZONAS FRANCAS COMERCIALES,DO
WH0236,BE ORGANIC 2 SRL,,236,Almacén,,,
WH0247,BIC DOMINICAN LLC,,247,Almacén,,ZONA FRANCA INDUSTRIAL SAN JOSE DE OCOA,DO
WH0248,BIC DOMINICAN LLC,,248,Almacén,,ZONA FRANCA INDUSTRIAL SAN JOSE DE OCOA,DO
WH0249,BIC DOMINICAN LLC,,249,Almacén,,ZONA FRANCA INDUSTRIAL SAN JOSE DE OCOA,DO
WH0250,BIC DOMINICAN LLC,,250,Almacén,,ZONA FRANCA INDUSTRIAL SAN JOSE DE OCOA,DO
WH0242,BELOR IMPORT C POR A,,242,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0245,BEVELAND CARIBE SRL,,245,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0244,BETTER BUILDINGS SOLUTIONS,,244,Almacén,,"Z.F. IND., ROMANA II",DO
WH0241,BELMONTI HAT CO INC SRL,,241,Almacén,,ZONA FRANCA INDUSTRIAL DE NAVARRETE,DO
WH0243,"BERMUDA BEACH M & R SRL, Almacen",,243,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0246,BG INVESTMENT GROUP,,246,Almacén,,,
WH0253,BILLA DUTY FREE SRL,,253,Almacén,,AEROPUERTO PUNTA CANA,DO
WH0257,BIO TROPIC SRL,,257,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0254,BILLING EXPRESS DM CORP SRL (EXT. PUEBLO NUEVO-SANTIAGO),,254,Almacén,,"Z.F. BILLING EXPRESS DM CORP, S. R. L. (EXTENSIÓN PUEBLO NUEVO)",DO
WH0251,BIC DOMINICAN LLC (EXTENSION SAN JOSE DE OCOA),,251,Almacén,,ZONA FRANCA INDUSTRIAL AVOCADO ACRES,DO
WH0260,BISMONT ECORECYCLING SRL,,260,Almacén,,ZONA FRANCA INDUSTRIAL Y DE SERVICIOS NORTE INFIESTO,DO
WH0256,BIO PRODUCTS 4U EIRL,,256,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0252,BIJOU AMORE DR SRL,,252,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0255,BIO FLEX E.I.R.L.,,255,Almacén,,"Z.F. IND., LOS ALCARRIZOS",DO
WH0258,BIO-GEN CORP LTD,,258,Almacén,,ZONA FRANCA INDUSTRIAL DE LAS AMERICAS,DO
WH0259,BIOQUIMICA INTERNACIONAL SRL,,259,Almacén,,,
WH0262,BLAXXC CONSULTING SRL,,262,Almacén,ZONA FRANCA MULTIMODAL CAUCEDO S A,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0268,BM CARGO LOGISTICS SRL,,268,Almacén,ZONA FRANCA MULTIMODAL CAUCEDO S A,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0269,BODEGAS GARRIS SRL,,269,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0264,BLUE MINE AMBER-LARIMAR MUSEUM STORE,,264,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0267,BM CARGO LOGISTICS SRL,,267,Almacén,,Z.F. IND. MULTIMODAL CAUCEDO,DO
WH0263,BLUE LABEL MANUFACTURING INC,,263,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0265,BLUE STAR TABAC DOMINICANA SRL,,265,Almacén,,PARQUE INDUSTRIAL LLANOS DE CANCA (STGO.),DO
WH0261,BLANCO INTERNATIONAL S A,,261,Almacén,,"Z.F. IND., LA VEGA",DO
WH0270,BODEGAS PEDRO OLIVER SA,,270,Almacén,,"Z.F. IND., HATO NUEVO",DO
WH0266,BLUECROWN DOMINICANA SRL,,266,Almacén,,,
WH0271,BODEGAS PERALTA CARABALLO SRL,,271,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0278,BORACAY VENTURES S A,,278,Almacén,,ZONA FRANCA INDUSTRIAL SAN JOSE DE OCOA,DO
WH0272,BOJOS TANNING INC,,272,Almacén,,ECOPARK INDUSTRIAL FREE ZONE,DO
WH0279,BORDADOS SAMUEL KIM S A,,279,Almacén,,ZONA FRANCA INDUSTRIAL DE VILLA ALTAGRACIA,DO
WH0277,BOOMBAH DOMINICANA SRL,,277,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0273,BOJOS TANNING INC (EXTENSION),,273,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0276,BONNIE & LINDA FASHIONS S A,,276,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0274,BOLDSTEP INVESTMENTS SRL,,274,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0275,BONANZA KNITTING SRL,,275,Almacén,,"Z.F. IND., BARAHONA",DO
WH0280,BOS BUSINESS OUTSOURCING SOLUTION SAS,,280,Almacén,,,
WH0289,BRENTAG CARIBE S. A.,,289,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0286,"BRAVO CIGARS FACTORY, S. A",,286,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0281,BOSTON HOLDING GROUP,,281,Almacén,,Z.F.ESP.BOSTON HOLDING GROUP(STO DG,DO
WH0283,BRANDFIELD MFG C POR A,,283,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0290,BRESTO LEAF SRL,,290,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0282,BOUTIQUE THE POPPY SHOP,,282,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0284,BRANDM APPAREL DOMINICAN REPUBLIC LTD,,284,Almacén,,"Z.F. CARIBBEAN PARK, MATANZA",DO
WH0285,BRANDM PRINTING LTD,,285,Almacén,,"Z.F. CARIBBEAN PARK, MATANZA",DO
WH0287,BREATHLESS BOUTIQUE,,287,Almacén,,ZONAS FRANCAS COMERCIALES,DO
WH0288,BREATHLESS STORE,,288,Almacén,,,
WH0297,BRUGAL & CO S A,,297,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0299,BUILTRITE WORLD SRL,,299,Almacén,,ZONA FRANCA INDUSTRIAL DE HATILLO,DO
WH0298,BRYN MAWR CORPORATION S A,,298,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0293,BRITCARIB TEXTILES SRL,,293,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0296,BROYDE CORPORATION S A,,296,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0291,BRIDESHORE SRL,,291,Almacén,,ZONA FRANCA INDUSTRIAL DE LA ROMANA II,DO
WH0300,BURGNESS ENTERPRISES SRL,,300,Almacén,,ZONA FRANCA INDUSTRIAL DEL SEIBO,DO
WH0292,BRISAS DEL CARIBE CORP,,292,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0294,BRITE GLOBAL SOLUTIONS SRL,,294,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0295,BROADWAY SUPPORT SERVICES SRL,,295,Almacén,,,
WH0301,BUSINESS MAIL SA,,301,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0307,C P S S A,,307,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0304,C & P AGRICOLAS S A,,304,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0305,C & S INDUSTRIES S A,,305,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0303,C & F INDUSTRIES INC,,303,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0306,C G S FOODS CARIBBEAN SRL,,306,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0308,"CA D ORO, INC.",,308,Almacén,,ZONA FRANCA INDUSTRIAL DE LA ROMANA I,DO
WH0310,CAC INTERNATIONAL TOBACCO TRADING CO SRL,,310,Almacén,,Z.F. PARQUE INDUSTRIAL LA PALMA,DO
WH0309,CABA TEXTIL S A,,309,Almacén,,ZONA FRANCA INDUSTRIAL DE LA VEGA,DO
WH0302,BUZZ INTERNATIONAL TOBACCO SRL,,302,Almacén,,,
WH0313,CALIXTO ART EXPORT & IMPORT SRL,,313,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0314,CALIXTO CASTILLO,,314,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0315,CALIXTO CASTILLO DE LOS SANTOS,,315,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0316,CALIXTO E. CASTILLO,,316,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0311,CAFE EL CIELO,,311,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0318,CALLMAX DOMINICANA SRL,,318,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0320,CAMILA APPAREL S A,,320,Almacén,,"Z.F. IND., LA VEGA",DO
WH0312,CAFIESA R D VIRGIN ISLANDS INC,,312,Almacén,,Z.F. ESPECIAL CAFIESA (S.F.M.),DO
WH0319,CALLMAX DOMINICANA SRL (EXTENSION DISTRITO NACIONAL),,319,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0317,CALL LAB SRL,,317,Almacén,,,
WH0328,CARALINDA AGROINDUSTRIAL SRL,,328,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0327,CAPEAT CORP SRL,,327,Almacén,,HIGUERO INDUSTRIAL PARK,DO
WH0325,CAPAS NACIONALES SRL,,325,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0326,CAPAZ INTERNATIONAL S A,,326,Almacén,,"Z.F. IND., SAN PEDRO DE MACORIS",DO
WH0323,CANDY FACTORY DR S A,,323,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0324,CANTINA LATINA,,324,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0322,CANCALL INTERNATIONAL S A,,322,Almacén,,"Z.F. IND., PUERTO PLATA",DO
WH0329,CARDINAL HEALTH D R 203 II LTD,,329,Almacén,,ZONA FRANCA INDUSTRIAL DE LAS AMERICAS,DO
WH0330,CAREFUSION D R 203 LTD,,330,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0321,CAMSA TRADING CORPORATION S A,,321,Almacén,,,
WH0338,CARIBBEAN FOAM INDUSTRIES,,338,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0339,CARIBBEAN FOAM INDUSTRIES,,339,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0340,CARIBBEAN FOAM INDUSTRIES,,340,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0335,"CARIBBEAN CATERING SERVICES SRL, Aerop. Punta Cana",,335,Almacén,,Z.F. ESP. CARIBBEAN CATERING SERVICES(EXT. PUNTA CANA),DO
WH0336,"CARIBBEAN CATERING SERVICES SRL, Ext. Boulevard Punta Cana",,336,Almacén,,Z.F. ESP. CARIBBEAN CATERING SERVICES(EXT. PUNTA CANA),DO
WH0332,CARIBBEAN BIOTECH LABS SRL,,332,Almacén,,Z.F. PARQUE CIBERNETICO,DO
WH0331,CARIB HAIR FACTORY S A,,331,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0337,CARIBBEAN CUSTOM MOLD,,337,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0333,"CARIBBEAN CATERING SERVICES S A, Aerop. La Romana",,333,Almacén,,ZONAS FRANCAS ESPECIALES,DO
WH0334,"CARIBBEAN CATERING SERVICES S A, Aerop. Santiago",,334,Almacén,,,
WH0341,CARIBBEAN FOAM INDUSTRIES,,341,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0342,CARIBBEAN FOAM INDUSTRIES,,342,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0343,CARIBBEAN FOAM INDUSTRIES,,343,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0347,CARIBBEAN LABEL CRAFTS DOMINICANA SRL,,347,Almacén,,PARQUE ZONA FRANCA HISPANIOLA FREE ZONE PARK (STO. DGO.),DO
WH0345,CARIBBEAN GLASS INDUSTRY SA,,345,Almacén,,PARQUE INDUSTRIAL CARIBBEAN GLASS,DO
WH0344,CARIBBEAN GALAXY ALUMINUM SRL,,344,Almacén,,ZONA FRANCA INDUSTRIAL RIOSUR,DO
WH0350,CARIBBEAN MANUFACTURING SOLUTIONS,,350,Almacén,,"PARQUE CIBERNÉTICO DE SANTO DOMINGO, S. A.",DO
WH0348,CARIBBEAN LIQUID SUGAR RJH C POR A,,348,Almacén,,"Z.F. IND., HATO NUEVO",DO
WH0349,CARIBBEAN LUMINOR ENERGY SRL,,349,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0346,CARIBBEAN INDUSTRIAL PARK DE LA REPUBLICA DOMINICANA S A,,346,Almacén,,,
WH0360,CARIBBEAN STRUCTURES REFUGIOS VERDES SRL,,360,Almacén,,PARQUE INDUSTRIAL LOS CANDELONES,DO
WH0358,CARIBBEAN STEEL & TUBE S A,,358,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0359,CARIBBEAN STEEL AND TUBE S A,,359,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0351,CARIBBEAN MARKETING SERVICES DOMINICANA S A,,351,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0352,CARIBBEAN PLASTIC SHOES S A,,352,Almacén,,ZONA FRANCA INDUSTRIAL DE MOCA,DO
WH0354,CARIBBEAN RECICLYNG S R L,,354,Almacén,,"Z.F. IND., LOS ALCARRIZOS",DO
WH0355,CARIBBEAN S CIGARS SHOP M A S A,,355,Almacén,,"Z.F. IND., HIGUEY",DO
WH0356,CARIBBEAN SOUVENIRS KIOSCO NO. 2,,356,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0357,CARIBBEAN SOUVENIRS LOBBY NO. 1,,357,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0353,CARIBBEAN RECICLYNG S R L,,353,Almacén,,,
WH0370,CARIBETRANS S A,,370,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0368,CARIBETRANS LOGISTICS SRL,,368,Almacén,ZONA FRANCA MULTIMODAL CAUCEDO S A,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0365,CARIBETRANS EXTENSION SEIN,,365,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0366,CARIBETRANS HAINA ORIENTAL,,366,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0369,CARIBETRANS LOGISTICS SRL,,369,Almacén,,Z.F.IND. INTERCONTINENTAL,DO
WH0361,CARIBBEAN SUBLIMATION LLC,,361,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0362,CARIBBEAN TECHNOLOGIES MANUFACTURING SA,,362,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0364,CARIBE INDUSTRIES LLC,,364,Almacén,,ZONA FRANCA INDUSTRIAL DE LA ROMANA I,DO
WH0363,CARIBE APPAREL S A,,363,Almacén,,ZONA FRANCA INDUSTRIAL DE MOCA,DO
WH0367,CARIBETRANS LOGISTICS SRL,,367,Almacén,,,
WH0378,CARIBEX WORLDWIDE S R L,,378,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0371,CARIBETRANS SANTIAGO,,371,Almacén,,AERPUERTO INTERNACIONAL LICEY,DO
WH0372,CARIBETRANS SAS,,372,Almacén,DIRECCION GENERAL DE ADUANAS,ADMINISTRACION HAINA ORIENTAL,DO
WH0373,CARIBETRANS SAS,,373,Almacén,DIRECCION GENERAL DE ADUANAS,ADMINISTRACION HAINA ORIENTAL,DO
WH0377,CARIBEX WORLDWIDE S R L,,377,Almacén,,ADMINISTRACION SANTO DOMINGO,DO
WH0380,CAROLINA ELECTRIC IMPORT C POR A,,380,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0376,CARIBEX VMI SRL,,376,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0374,CARIBEX DOMINICANA SA,,374,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0375,CARIBEX LOGISTICS C POR A,,375,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0379,CARIDRYED CARIBBEAN DRYED FRUIT SRL,,379,Almacén,,,
WH0381,CARTONERA RIERBA S A,,381,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0383,CARTONES DEL CARIBE S A,,383,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0385,CASA CALIN S A,,385,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0386,CASA CALIN SRL,,386,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0390,CAUCEDO MARINE SERVICE LTD (EXT. ZONA FRANCA HIT),,390,Almacén,,ZONA FRANCA HIT,DO
WH0382,CARTONERA UPI SAS,,382,Almacén,,"Z.F. IND., VILLA ALTAGRACIA",DO
WH0387,CASA CARRILLO S A,,387,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0384,CARUSO HOLDINGS COMPANY SRL,,384,Almacén,,"Z.F. IND., ROMANA I",DO
WH0388,CASAMORABO SRL,,388,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0389,CAUCEDO MARINE SERVICE LTD,,389,Almacén,,,
WH0393,CCN LOGISTICS SRL,,393,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0394,CCN LOGISTICS SRL,,394,Almacén,DIRECCION GENERAL DE ADUANAS,ADMINISTRACION HAINA ORIENTAL,DO
WH0400,CDF DOMITAB S A,,400,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0392,CBK DOMINICANA SRL,,392,Almacén,,"Z.F. IND., LA VEGA",DO
WH0398,CCT CRITICAL CARE TECHNOLOGIES SRL,,398,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN CRISTÓBAL (ITABO),DO
WH0391,CB WORLD DUTY FREE 1,,391,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0395,"CCSD DUTY FREE SRL, Almacen",,395,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0399,CDF DOMITAB S A,,399,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0396,CCSUSA INTERNATIONAL SRL,,396,Almacén,,ZONAS FRANCAS ESPECIALES,DO
